han,bs,pinyin,middle_chinese,gloss
浼,mˤurʔ,měi,mwojX,defile (v.)
浼,mˤərʔ,měi,mwojX,smoothly flowing water
每,mˤəʔ,měi,mwojX,each
袂,k.mˤet,mèi,kwet,sleeve
𩎟,mˤrəts,mèi,meajH,music of eastern barbarians
魅,mrəts,mèi,mijH,魑魅 trhje.mijH a kind of demon
媚,mrəjʔ-s,mèi,mijH,love; flatter
袂,k.mets,mèi,mjiejH,sleeve
寐,mits,mèi,mjijH,sleep
妹,C.mˤəts,mèi,mwojH,younger sister
昧,mˤuts,mèi,mwojH,dusk; dark
捫,mˤən,mén,mwon,hold (v.)
璊,mˤur,mén,mwon,red gem
穈,mˤur,mén,mwon,red millet
汶,mˤən,mén,mwon,dirty
門,mˤər,mén,mwon,"gate, door"
亹,mˤər,mén,mwon,river-gorge
懣,mˤonʔ,mèn,manX,grieved
䖟,mˤraŋ,méng,maeng,horsefly
氓,mˤriŋ,méng,meang,"population, people"
盟,mraŋ,méng,mjaeng,covenant
蒙,mˤoŋ,méng,muwng,cover (v.)
黽,mˤrəŋʔ,měng,meangX,toad
孟,mˤraŋs,mèng,maengH,"eldest, great"
夢,C.məŋs,mèng,mjuwngH,dream
麛,m-ŋˤe,mí,mej,fawn; to hunt a young animal
迷,mˤij,mí,mej,go astray
麋,mrij,mí,mij,kind of deer
糜,C.mraj,mí,mje,"rice gruel; destroy, crush"
靡,mraj,mí,mje,to share with
彌,m-nər,mí,mjie,to complete
瀰,m.ner,mí,mjie,richly flowing stream
冞,m.ner,mí,mjie,extensively
𦊮,m.ner,mí,mjie,extensively
彌,m-nərʔ,mí,mjieX,stop
米,C.mˤejʔ,mǐ,mejX,"millet or rice grains, dehusked and polished"
瀰,m.nˤerʔ,mǐ,mejX,a rich and full flow (of a river)
靡,mrajʔ,mǐ,mjeX,squander
靡,mrajʔ,mǐ,mjeX,"not have, not exist"
靡,mrajʔ,mǐ,mjeX,fall over
靡,mrajʔ,mǐ,mjeX,"small, tiny"
弭,m-ŋejʔ,mǐ,mjieX,bow decorated with bone or ivory ends
瀰,m.nerʔ,mǐ,mjieX,richly flowing stream
敉,mejʔ,mǐ,mjieX,achieve
汨,m.nˤik,mì,mek,(name of a river)
冪,mˤek,mì,mek,cover
幦,mˤek,mì,mek,covering
簚,mˤek,mì,mek,cover (n.)
密,mrit,mì,mit,dense
𥁑,mit,mì,mjit,wipe a vessel clean (Shuōwén)
謐,mit,mì,mjit,"gentle, mild"
蜜,mit,mì,mjit,honey
眠,mˤin,mián,men,shut the eyes; sleep
宀,meŋ,mián,mjien,"house, building"
眄,mˤenʔ,miǎn,menX,look askance
俛,mranʔ,miǎn,mjenX,bend the head
免,mrorʔ,miǎn,mjenX,avoid
勉,mrorʔ,miǎn,mjenX,make an effort
冕,mrorʔ,miǎn,mjenX,ceremonial cap
沔,m.nerʔ,miǎn,mjienX,richly flowing stream
湎,menʔ,miǎn,mjienX,sink in (wine)
面,C.mens,miàn,mjienH,face
苗,mraw,miáo,mjew,sprout (n.)
邈,mˤrawk,miǎo,maewk,distant
眇,mewʔ,miǎo,mjiewX,"very small, minute"
杪,mewʔ,miǎo,mjiewX,the utmost end
渺,mewʔ,miǎo,mjiewX,vast (of water)
廟,mraws,miào,mjewH,a kind of building with side rooms
妙,mewʔ-s,miào,mjiewH,marvelous
幭,mˤek,miè,met,covering
蔑,mˤet,miè,met,destroy; not have
滅,met,miè,mjiet,destroy
緡,mrun,mín,min,wrap around
緡,mrun,mín,min,cord
珉,mrən,mín,min,a kind of precious stone
旻,mrən,mín,min,"austere, severe"
民,miŋ,mín,mjin,people
閩,mrən,mǐn,min,southern tribes
閔,mrənʔ,mǐn,minX,grieved
憫,mrənʔ,mǐn,minX,grieved
敏,mrənʔ,mǐn,minX,"diligent, active"
皿,mraŋʔ,mǐn,mjaengX,"vessel, bowl"
泯,min,mǐn,mjin,destroy
銘,mˤeŋ,míng,meng,inscription
鄍,mˤeŋ,míng,meng,[place name]
冥,mˤeŋ,míng,meng,dark
鳴,m.reŋ,míng,mjaeng,cry (of birds or animals)
明,mraŋ,míng,mjaeng,bright
名,C.meŋ,míng,mjieng,name
命,mriŋs,mìng,mjaengH,command (n.)
謬,mriws,miù,mjiwH,"lie, error < 'twist the truth'"
磨,mˤaj,mó,ma,"rub, grind"
謨,mˤa,mó,mu,deliberate (v.)
模,mˤa,mó,mu,model
塺,mˤajs,mò,maH,dust
磨,mˤajs,mò,maH,grinding stone
陌,mˤrak,mò,maek,path between fields
貉,mˤrak,mò,maek,a Northern tribe
莫,mˤak,mò,mak,there is no X such that X …
莫,mˤak,mò,mak,deliberate (v.) (loan)
末,mˤat,mò,mat,end of a branch
沫,mˤat,mò,mat,"foam, spittle"
墨,C.mˤək,mò,mok,ink
𠬛,mˤut,mò,mwot,"to dive, drown, die"
沒,mˤut,mò,mwot,"to dive, drown, die"
歿,mˤut,mò,mwot,"to dive, drown, die"
歾,mˤut,mò,mwot,die
謀,mə,móu,mjuw,plan (v.)
某,məʔ,mǒu,muwX,so and so; a certain
譕,mra,mú,mju,advise
牡,mruʔ,mǔ,muwX,male
母,məʔ,mǔ,muwX,mother
姆,məʔ,mǔ,muwX,female teacher in harem
畮,məʔ,mǔ,muwX,Chinese acre
畝,məʔ,mǔ,muwX,Chinese acre
幕,mˤak,mù,mak,covering
目,C.mruk,mù,mjuwk,eye
穆,mriwk,mù,mjuwk,harmonious
𡍬,mruk,mù,mjuwk,concord
睦,mruk,mù,mjuwk,concord
牧,mək,mù,mjuwk,"to herd, herdsman"
慕,C.mˤaks,mù,muH,love; long for
墓,C.mˤaks,mù,muH,grave (n.)
募,mˤaks,mù,muH,summon
木,C.mˤok,mù,muwk,"tree, wood"
拏,nˤra,ná,nrae,handle (v.)
挐,nˤra,ná,nrae,handle (v.)
內,nˤup,nà,nop,bring or send in
納,nˤup,nà,nop,bring or send in
乃,nˤəŋʔ,nǎi,nojX,your
廼,nˤərʔ,nǎi,nojX,then
迺,nˤərʔ,nǎi,nojX,then
乃,nˤəʔ,nǎi,nojX,then
奈,nˤats,nài,najH,cope with
耐,nˤəs,nài,nojH,endure
難,nˤar,nán,nan,difficult
男,nˤəm,nán,nom,"man, male"
南,nˤəm,nán,nom,south
戁,nˤrarʔ,nǎn,nraenX,fear (v.)
難,nˤars,nàn,nanH,difficulty
囊,nˤaŋ,náng,nang,"sack, bag"
曩,nˤaŋʔ,nǎng,nangX,in past times
夒,nˤu,náo,naw,a kind of monkey
猱,nˤu,náo,naw,a kind of monkey
獶,nˤu,náo,naw,a kind of monkey
鐃,nˤrew,náo,nraew,a kind of bell
撓,m-qʰˤrewʔ,náo,nraewX,bend (v.); flinch
撓,nˤrawʔ,náo,nraewX,disturb
橈,nˤrews,náo,nraewH,bent wood
腦,nˤuʔ,nǎo,nawX,brain
眲,nˤrək,nè,nreak,disdain
訥,nˤut,nè,nwot,slow of speech
吶,not,nè,nywet,slow of speech
餒,nˤujʔ,něi,nwojX,"hungry, starve"
內,nˤups,nèi,nwojH,inside
能,nˤə,néng,noj,a kind of bear
能,nˤəŋ,néng,nong,a kind of bear
能,nˤəʔ,néng,nong,able; ability
麑,m-ŋˤe,ní,mej,fawn
泥,C.nˤəj,ní,nej,mud
臡,nˤer,ní,nej,pickled meat with bones in it
尼,nˤərʔ,ní,nejX,to stop
泥,nˤərʔ-s,ní,nejH,"impeded, obstructed (Lunyu)"
尼,nˤərʔ-s,ní,nejH,"to stop, obstruct"
倪,ŋˤe,ní,ngej,young and weak
尼,nrəj,ní,nrij,"near, close"
怩,nrəj,ní,nrij,ashamed
擬,ŋrəʔ,nǐ,ngiX,"estimate, calculate"
柅,nrərʔ,nǐ,nrijX,a stopper for carriages
柅,nrərʔ-s,nǐ,nrijH,a stopper for carriages
溺,nˤewk,nì,nek,to sink in water
屰,ŋrak,nì,ngjaek,go against
逆,ŋrak,nì,ngjaek,go against
膩,nrijs,nì,nrijH,oily
匿,nrək,nì,nrik,conceal
䵒,nrik,nì,nrit,adhere; a lady's clothes nearest to the body
䵑,nrik,nì,nrit,glue
昵,nrik,nì,nrit,"close, intimate"
暱,nrik,nì,nrit,"close, intimate"
年,C.nˤiŋ,nián,nen,harvest; year
輦,ranʔ,niǎn,ljenX,cart drawn by men
蹍,nranʔ,niǎn,nrjenX,trample
念,nˤims,niàn,nemH,think of
鳥,tˤiwʔ,niǎo,tewX,bird
尿,kə.nˤewks,niào,newH,urine
溺,kə.nˤewks,niào,newH,urine
齧,ŋˤet,niè,nget,gnaw
闑,ŋˤet,niè,nget,vertical post or pole
槷,ŋˤet,niè,nget,vertical pole or post
孼,ŋrat,niè,ngjet,concubine’s son
櫱,ŋrat,niè,ngjet,(shoots from) tree stump
闑,ŋret,niè,ngjet,vertical post
踂,nrep,niè,nrjep,unable to walk
聶,nrep,niè,nrjep,promise; whisper in one's ear
躡,nrep,niè,nrjep,trample
甯,nˤeŋ,níng,neng,peace
寧,nˤeŋ,níng,neng,peace
凝,ŋrəŋ,níng,nging,"freeze, coagulate"
甯,nˤeŋs,nìng,nengH,(place name in Zuozhuan)
佞,nˤiŋs,nìng,nengH,clever
牛,ŋʷə,niú,ngjuw,ox
狃,Cə.nruʔ,niǔ,nrjuwX,animal tracks; claws
紐,nruʔ,niǔ,nrjuwX,fastener
膿,C.nˤuŋ,nóng,nowng,pus
農,nˤoŋ,nóng,nowng,agriculture; to farm
濃,nroŋ,nóng,nrjowng,thick (esp. as a liquid); strong (sc. drink)
弄,rˤoŋs,nòng,luwngH,"manipulate, play with"
槈,nˤoks,nòu,nuwH,"to hoe, to weed"
耨,nˤoks,nòu,nuwH,"to hoe, to weed"
奴,nˤa,nú,nu,slave
弩,C.nˤaʔ,nǔ,nuX,crossbow
怒,C.nˤaʔ,nù,nuX,angry
怒,C.nˤaʔ-s,nù,nuH,"anger, angry; vigorous"
儺,nˤar,nuó,na,expel demons
儺,nˤar,nuó,na,"rich, ample, fine, beautiful"
那,nˤar,nuó,na,ample
儺,nˤarʔ,nuó,naX,"rich, beautiful"
諾,nˤak,nuò,nak,"agree, say yes"
女,nraʔ,nǚ,nrjoX,female
籹,nraʔ,nǚ,nrjoX,gjoX-nrjoX (a kind of cake)
女,nraʔ-s,nǜ,nrjoH,give as a wife
虐,ŋrawk,nüè,ngjak,cruel
區,qˤro,ōu,'uw,(a measure)
嘔,qˤroʔ,ǒu,'uwX,vomit
藕,C.ŋˤroʔ,ǒu,nguwX,lotus root
偶,ŋˤroʔ,ǒu,nguwX,"pair, double"
耦,ŋˤroʔ,ǒu,nguwX,pair (n.)
爬,bˤra,pá,bae,climb on all fours
耙,bˤra,pá,bae,rake (n.)
拍,mə.pʰˤrak,pāi,phaek,to strike
簰,Cə.bˤre,pái,bea,raft
排,bˤrəj,pái,beaj,push
扳,pˤran,pān,paen,pull forward
攀,pʰˤran,pān,phaen,pull oneself up
蟠,bˤar,pán,ba,curl (v.)
盤,bˤan,pán,ban,"tray, basin"
蟠,bˤar,pán,ban,curl (v.)
畔,m-pʰˤans,pàn,banH,bank between fields
判,pʰˤans,pàn,phanH,divide
龐,bˤroŋ,páng,baewng,huge
彷,bˤaŋ,páng,bang,bang-hwang hestitate
旁,bˤaŋ,páng,bang,side; broad
傍,bˤaŋ,páng,bang,beside; assist
徬,bˤaŋ,páng,bang,walk alongside
蒡,bˤaŋ,páng,bang,(a kind of plant)
雱,pʰˤaŋ,páng,phang,heavy snowfall
摽,pʰˤrew,pāo,phaew,cast aside
匏,bˤru,páo,baew,gourd
袍,m.pˤu,páo,baw,long robe
𧳏,brə,péi,bij,"kind of wild cat (pron. in northern Yān 燕 and Cháoxiǎn 朝鮮, ap. Fāngyán)"
茷,bˤats,pèi,bajH,"streamer, flutter"
佩,bˤəks,pèi,bwojH,"to wear at girdle, pendants"
肺,pʰˤats,pèi,phajH,"dense, luxuriant (sc. foliage)"
配,pʰˤəjs,pèi,phwojH,counterpart; be the counterpart of
轡,prits,pèi,pijH,reins
盆,bˤən,pén,bwon,"bowl, basin"
亨,p.qʰˤraŋ,pēng,phaeng,(loan for) to boil
烹,p.qʰˤraŋ,pēng,phaeng,boil (v.)
彭,C.bˤraŋ,péng,baeng,(place name)
朋,bˤəŋ,péng,bong,set of cowries; friend
篷,C.bˤoŋ,péng,buwng,awning; sail
芃,bˤom,péng,buwng,"luxuriant, bushy, thick"
逢,bˤoŋ,péng,buwng,sound of the drum
邳,brə,pī,bij,(place name)
丕,pʰrə,pī,phij,great
被,mə.pʰraj,pī,phje,cover oneself with
披,pʰraj,pī,phje,divide
鼙,bˤe,pí,bej,small hand-drum
疲,braj,pí,bje,"weary, exhausted"
罷,braj,pí,bje,"wear out, exhaust"
皮,m-praj,pí,bje,skin
脾,m-pe,pí,bjie,spleen
毗,bij,pí,bjij,assist; boastful
貔,bij,pí,bjij,kind of wild cat
羆,praj,pí,pje,brown-and-white bear
擗,bek,pǐ,bjiek,beat the breast
諀,pʰeʔ,pǐ,phjieX,slander
匹,pʰit,pǐ,phjit,one of a pair
甓,bˤek,pì,bek,"tile, brick"
淠,pʰˤits,pì,phejH,luxuriant
被,pʰrajs,pì,phjeH,cloak
譬,pʰeks,pì,phjieH,example
僻,pʰek,pì,phjiek,perverse
偏,pʰen,piān,phjien,oblique; subordinate
篇,pʰen,piān,phjien,section in writing
翩,pʰen,piān,phjien,"fly, flutter about"
蹁,bˤer,pián,ben,蹁蹮 walk with difficulty (Shuōwén)
便,ben,pián,bjien,glib-tongued
平,ben,pián,bjien,distinguish; punctiious
諞,m-pʰer,pián,bjien,insincere words
片,pʰˤens,piàn,phenH,half; partial
騙,pʰenʔ-s,piàn,phjienH,"to fool, to cheat"
摽,pʰˤew,piāo,phew,strike down
瓢,Cə.bew,piáo,bjiew,gourd
薸,m-pew,piáo,bjiew,duckweed
票,pʰew,piào,phjiew,leaping flames (Shuōwén)
貧,brən,pín,bin,poor
頻,bin,pín,bjin,frequently
頻,m-pin,pín,bjin,river bank
品,pʰrəmʔ,pǐn,phimX,"kind, class"
牝,birʔ,pìn,bjijX,female of animals
牝,birʔ,pìn,bjinX,female of animals
娉,p.Creŋs,pìn,phjiengH,inquire about (marriage)
聘,p.leŋs,pìn,pjiengH,inquire; invite
甹,p.C-lˤeŋ,pīng,pheng,frank words (Shuōwén)
屏,bˤeŋ,píng,beng,screen; to protect
缾,bˤeŋ,píng,beng,pitcher
瓶,bˤeŋ,píng,beng,bottle
苹,bˤeŋ,píng,beng,duckweed
馮,brəŋ,píng,bing,"full, solid"
馮,brəŋ,píng,bing,lean on
憑,brəŋ,píng,bing,lean on
平,breŋ,píng,bjaeng,even (adj.)
平,m-breŋ,píng,bjaeng,make even
馮,Cə.bəŋ,píng,bjuwng,Féng (surname)
頗,pʰˤaj,pō,pha,"slanting, oblique"
婆,bˤaj,pó,ba,"婆娑 saunter, dance"
鄱,bˤar,pó,ba,鄱陽 Póyáng (place name)
皤,bˤar,pó,ba,"white, white-haired"
迫,Cə.pˤrak,pò,paek,near; press
破,pʰˤajs,pò,phaH,break (v.)
霸,pʰˤrak,pò,phaek,new moon
魄,pʰˤrak,pò,phaek,bodily form or soul
膊,pʰˤak,pò,phak,dismember
剖,pʰˤroʔ,pōu,phuwX,"cleave, cut"
痡,pʰra,pū,phju,"suffering, exhausted"
仆,pʰroks,pū,phjuH,fall prostrate
仆,pʰoks,pū,phjuwH,fall prostrate
痡,pʰˤa,pū,phu,"suffering, exhausted"
鋪,pʰˤa,pū,phu,spread out
仆,pʰˤroks,pū,phuwH,fall prostrate
撲,pʰˤok,pū,phuwk,beat (v.)
匍,bˤa,pú,bu,crawl
蒲,bˤa,pú,bu,part of personal name
僕,bˤok,pú,buwk,"charioteer, servant"
濮,pˤok,pú,puwk,[part of a proper name]
樸,pʰˤrok,pǔ,phaewk,unworked wood
浦,pʰˤaʔ,pǔ,phuX,river bank
暴,m-pˤawk,pù,buwk,expose to sun
曝,m-pˤawk,pù,buwk,expose to the sun
期,grə,qī,gi,period of time
欺,kʰrə,qī,khi,"to deceive, cheat"
棲,s-nˤər,qī,sej,bird's nest
栖,s-nˤər,qī,sej,roost (v.)
妻,tsʰˤəj,qī,tshej,"consort, wife"
萋,tsʰˤəj,qī,tshej,"ample, rich, luxuriant"
慼,s-tʰˤiwk,qī,tshek,anxiously thoughtful
戚,s.tʰˤiwk,qī,tshek,(in 'toad')
戚,s.tʰˤiwk,qī,tshek,relatives
戚,s.tʰˤiwk,qī,tshek,kind of battle axe
戚,s.tʰˤiwk,qī,tshek,worried; sad; depressed
鏚,s.tʰˤiwk,qī,tshek,axe
緝,tsʰəp,qī,tship,hem (a garment)
七,tsʰit,qī,tshit,seven
桼,tsʰit,qī,tshit,varnish
漆,tsʰit,qī,tshit,varnish tree
懠,dzˤij,qí,dzej,angry
臍,dzˤəj,qí,dzej,navel
齊,dzˤəj,qí,dzej,"uniform, equal"
齊,dzˤəj,qí,dzej,Qí (place name)
懠,dzˤijs,qí,dzejH,angry
棋,grə,qí,gi,"chess, board game"
旗,grə,qí,gi,flag
綦,grə,qí,gi,gray or bluish-black
綦,grə,qí,gi,sandal cord
騏,grə,qí,gi,black-mottled grey horse
丌,gə,qí,gi,(3p possessive)
其,gə,qí,gi,modal particle
其,gə,qí,gi,(3p possessive)
綦,grəs,qí,giH,sandal cord
耆,grij,qí,gij,old
鰭,grij,qí,gij,dorsal fin of a fish
祁,grij,qí,gij,(place name)
祁,grəj,qí,gij,"great, numerous"
蟣,C.gəj,qí,gj+j,leech
祈,C.ɢər,qí,gj+j,pray
旂,C.ɢər,qí,gj+j,banner; flag
蘄,C.ɢər,qí,gj+j,banner; flag
騎,C.graj,qí,gje,straddle; ride
錡,C.ɢraj,qí,gje,cooking pot
奇,N-kraj,qí,gje,strange
騎,grajs,qí,gjeH,rider
歧,N-ke,qí,gjie,forked (road)
祇,k.de,qí,gjie,earth spirit
稽,kʰˤijʔ,qǐ,khejX,bow the head to the ground
䭫,kʰˤijʔ,qǐ,khejX,bow the head to the ground
启,kʰˤijʔ,qǐ,khejX,open (v.)
起,C.qʰrəʔ,qǐ,khiX,rise (v.)
豈,C.qʰəjʔ,qǐ,khj+jX,how
乞,C.qʰət,qǐ,khj+t,"beg, ask"
綺,kʰrajʔ,qǐ,khjeX,patterned silk
企,kʰeʔ,qǐ,khjieX,stand on tiptoe
企,kʰeʔ-s,qǐ,khjieH,stand on tiptoe
契,kʰˤets,qì,khejH,script notches
亟,kʰrəks,qì,khiH,often
器,kʰrəts,qì,khijH,vessel; instrument
湆,kʰrəp,qì,khip,meat juice
泣,k-Crəp,qì,khip,weep
气,C.qʰəps,qì,khj+jH,"(inhaled thing:) breath, air, vapors"
氣,C.qʰəps,qì,khj+jH,cloudy vapors
憩,C.qʰrats,qì,khjejH,rest (v.)
愒,C.qʰrat,qì,khjet,to rest
棄,kʰits,qì,khjijH,"throw away, abandon"
弃,kʰits,qì,khjijH,"throw away, abandon"
妻,tsʰˤəjs,qì,tshejH,give as wife
訖,qʰəts,qì,xj+jH,finish; rest
洽,N-kˤrop,qià,heap,accord with
㓞,kʰˤret,qià,kheat,skilfull engraving (Shuōwén)
幵,kˤer,qiān,ken,"even, level (Shuōwén)"
謙,k-Cˤrem,qiān,khem,modest
牽,kʰˤin,qiān,khen,"pull, lead, drag"
愆,C.qʰran,qiān,khjen,"exceed, err"
褰,kʰran,qiān,khjen,trousers; lift up (a garment)
阡,tsʰˤin,qiān,tshen,N-S path between fields
千,s.C-nˤiŋ,qiān,tshen,thousand
僉,s.qʰam,qiān,tshjem,all; many
譣,s.qʰam,qiān,tshjem,"insincere, ingratiating"
𠨧,tsʰar,qiān,tshjen,rise high (Shuōwén)
遷,tsʰar,qiān,tshjen,move (v.)
餰,t-qan,qiān,tsyen,gruel
前,dzˤen,qián,dzen,before
潛,dzom,qián,dzjem,go under water
潛,dzom,qián,dzjem,"驩潛 Khwārazm (region in Central Asia, W. Hàn)"
潛,dzoms,qián,dzjemH,to hide; secretly
錢,N-tsan,qián,dzjen,"coin, money"
鉗,C.grem,qián,gjem,"pincers, tongs"
黔,grom,qián,gjem,black
乾,grar,qián,gjen,heaven; heavenly
虔,gran,qián,gjen,kill; cut (v.)
燂,sə.lom,qián,zjem,heat; roast; boil (meat)
遣,kʰenʔ,qiǎn,khjienX,send
譣,s.qʰamʔ,qiǎn,tshjemX,"insincere, ingratiating"
淺,tsʰenʔ,qiǎn,tshjenX,shallow
歉,kʰˤremʔ-s,qiàn,kheamH,"deficient, modest"
遣,kʰenʔ-s,qiàn,khjienH,grave goods
欠,kʰroms,qiàn,khjomH,yawn
塹,tsʰams,qiàn,tshjemH,moat; dig out
羌,C.qʰaŋ,qiāng,khjang,western tribes
彊,N-kaŋ,qiáng,gjang,strong
强,N-kaŋ,qiáng,gjang,strong
强,m-kaŋʔ,qiǎng,gjangX,make an effort
蹻,grawk,qiāo,gjak,lifting the feet high
磽,C.qʰˤrew,qiāo,khaew,stony soil
骹,kʰˤraw,qiāo,khaew,tibia
喬,N-kraw,qiáo,gjew,"high, tall"
蕎,graw,qiáo,gjew,buckwheat (qiáomài 蕎麥)
橋,graw,qiáo,gjew,bridge
翹,gew,qiáo,gjiew,long tail-feather
翹,gew,qiáo,gjiew,raise
巧,kʰˤruʔ,qiǎo,khaewX,artful
竅,kʰˤewks,qiào,khewH,"hole, opening"
且,tsʰAʔ,qiě,tshjaeX,moreover
匧,kʰˤep,qiè,khep,"to store; basket, box"
契,kʰˤet,qiè,khet,契闊 hard-working (Ode 31.4)
契,kʰˤet,qiè,khet,cut
鍥,kʰˤet,qiè,khet,cut; a sickle
竊,tsʰˤet,qiè,tshet,steal
切,tsʰˤit,qiè,tshet,cut; urgent
妾,tsʰap,qiè,tshjep,concubine
衾,kʰrəm,qīn,khim,coverlet
侵,tsʰim,qīn,tshim,invade
駸,tsʰim,qīn,tshim,gallop
親,tsʰin,qīn,tshin,close; parents
駸,tsʰrim,qīn,tsrhim,gallop
鬵,sə.ləm,qín,dzim,large boiler
秦,dzin,qín,dzin,Qín (place name)
擒,C.ɢrəm,qín,gim,catch
禽,C.ɢrəm,qín,gim,bird; animal
禽,C.ɢrəm,qín,gim,"catch, capture"
琴,C.ɢrəm,qín,gim,lute
堇,grər,qín,gin,clay
矜,griŋ,qín,gin,kind of lance
芹,C.ɢər,qín,gj+n,cress
勤,gər,qín,gj+n,"toil, diligent, devoted"
懃,gər,qín,gj+n,"toil, diligent, devoted"
鬵,sə.ləm,qín,zim,large boiler
螼,C-qʰrərʔ,qǐn,khinX,earthworm
螼,C-qʰrərʔ-s,qǐn,khinH,earthworm
寢,tsʰimʔ,qǐn,tshimX,sleep
衿,C.ɢrəms,qìn,gimH,sash string
卿,C.qʰraŋ,qīng,khjaeng,minister (v.)
輕,kʰeŋ,qīng,khjieng,light (≠ heavy)
傾,kʰʷeŋ,qīng,khjwieng,incline (v.)
青,s.Cˤreŋ,qīng,tsheng,green or blue
清,tsʰeŋ,qīng,tshjeng,clear (adj.)
晴,N-tsʰeŋ,qíng,dzjeng,to clear (of weather)
情,dzeŋ,qíng,dzjeng,affections; response to circumstances
請,m-tsʰeŋ,qíng,dzjeng,"request, invite"
謦,C.qʰˤeŋʔ,qǐng,khengX,"cough, clear the throat"
頃,kʰʷeŋʔ,qǐng,khjwiengX,"interval, short while"
請,tsʰeŋʔ,qǐng,tshjengX,request
殸,C.qʰˤeŋs,qìng,khengH,hanging musical stone
磬,C.qʰˤeŋs,qìng,khengH,suspend
𥥻,kʰˤeŋs,qìng,khengH,empty
罄,kʰˤeŋs,qìng,khengH,empty; exhaustively
慶,kʰraŋs,qìng,khjaengH,"happy, rejoice"
凊,tsʰeŋs,qìng,tshjengH,cold
窮,gruŋ,qióng,gjuwng,poor
窮,m-gruŋ,qióng,gjuwng,exhaust
瞏,gʷeŋ,qióng,gjwieng,"scared, sad"
丘,kʰʷə,qiū,khjuw,"hill, mound"
蚯,kʰʷə,qiū,khjuw,蚯蚓 khjuw.yinX earth-worm
緧,tsʰu,qiū,tshjuw,crupper
秋,tsʰiw,qiū,tshjuw,autumn; crop
蝤,dzu,qiú,dzjuw,蝤蠐 tree-grub
酋,m-tsu,qiú,dzjuw,wine-master
球,gru,qiú,gjuw,'ball'?
仇,gru,qiú,gjuw,mate (*n.)
求,gru,qiú,gjuw,seek
裘,gʷə,qiú,gjuw,fur garment
逑,gru,qiú,gjuw,come together; mate (n.)
遒,tsu,qiú,tsjuw,"collect, bring together"
泅,sN.ru,qiú,zjuw,swim
囚,sə.lu,qiú,zjuw,prisoner
胠,kʰrap,qū,khjaep,armpit; right wing of an army
曲,kʰrok,qū,khjowk,to bend
驅,kʰro,qū,khju,drive (horses) forward
屈,Nə.kʰut,qū,khjut,bent
屈,kʰut,qū,khjut,"bend, subdue"
岨,tsʰa,qū,tshjo,rock covered with earth
趨,tsʰro,qū,tsrhju,hasten
渠,gra,qú,gjo,canal
劬,gro,qú,gju,toil
絇,gro,qú,gju,decoration on the toe of a shoe
瞿,grʷa,qú,gju,a kind of lance
䀠,krʷas,qú,kjuH,look right and left
取,tsʰoʔ,qǔ,tshjuX,take
去,kʰraʔ,qù,khjoX,get rid of
去,kʰraps,qù,khjoH,depart
闃,k-C-mˤik,qù,khwek,quiet
取,tsʰoʔ-s,qù,tshjuH,take (a wife)
娶,tsʰoʔ-s,qù,tshjuH,take a wife
趣,tsʰoʔ-s,qù,tshjuH,hasten to
全,dzon,quán,dzjwen,complete (adj.)
泉,s-N-ɢʷar,quán,dzjwen,"spring, source"
拳,N-kron,quán,gjwen,fist (< rolled-up hand)
權,grʷar,quán,gjwen,weight of a steelyard
卷,grʷen,quán,gjwen,handsome
鬈,grʷen,quán,gjwen,handsome (hair?)
犬,kʰˤʷenʔ,quǎn,khwenX,dog
勸,C.qʰʷars,quàn,khjwonH,encourage
缺,Nə.kʰˤʷet,quē,khwet,break; defective
確,kʰˤrawk,què,khaewk,"solid, firm"
殼,kʰˤrok,què,khaewk,"hollow shell, hollow"
卻,kʰak,què,khjak,"decline, refuse"
却,kʰak,què,khjak,"decline, refuse"
闕,kʰʷat,què,khjwot,tower over gate
闋,kʰˤʷit,què,khwet,"finish, end"
鵲,tsʰak,què,tshjak,magpie
雀,tsewk,què,tsjak,sparrow
囷,kʰrun,qūn,khwin,round granary
夋,tsʰur,qūn,tshwin,to run; to squat (Shuōwén)
裙,gur,qún,gjun,skirt
群,gur,qún,gjun,"flock, herd, group"
羣,gur,qún,gjun,"flock, herd, group"
髯,nam,rán,nyem,whiskers
㸐,C.nan,rán,nyen,burn
燃,C.nan,rán,nyen,burn
然,nan,rán,nyen,"so, thus; (adv suffix)"
染,C.namʔ,rǎn,nyemX,to dye
熯,narʔ,rǎn,nyenX,respectful; to fear
攘,naŋ,ráng,nyang,"oppose, disturb"
攘,naŋ,ráng,nyang,steal; expel
壤,naŋʔ,rǎng,nyangX,cultivated soil
攘,naŋʔ,rǎng,nyangX,oppose; disturb
讓,naŋs,ràng,nyangH,yield
襓,ŋew,ráo,nyew,scabbard
饒,ŋew,ráo,nyew,abundant
橈,ŋew,ráo,nyew,oar
繞,ŋewʔ,rǎo,nyewX,curved
繞,ŋewʔ-s,rǎo,nyewH,to wind round
熱,C.nat,rè,nyet,hot
壬,nəm,rén,nyim,9th heavenly stem
人,niŋ,rén,nyin,(other) person
仁,niŋ,rén,nyin,kind
荏,nəmʔ,rěn,nyimX,a kind of big beans
稔,nimʔ,rěn,nyimX,"harvest, year"
忍,nənʔ,rěn,nyinX,cruel
忍,nənʔ,rěn,nyinX,endure
紝,nrəm,rèn,nrim,weave
紝,nəm,rèn,nyim,weave
衽,nəmʔ,rèn,nyimX,"skirts of robe, flaps; lapel"
